,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueprint Name,Best Price,Outer Ring,The Forge,The Citadel,Black Rise,Molden Heath,Heimatar,Metropolis,Tash-Murkon,Devoid,The Bleak Lands,Domain,Kador,Aridia,Kor-Azor,Genesis,Sinq Laison,Everyshore,Solitude,Placid,Essence,Verge Vendor,Derelik,Khanid,Syndicate,Venal,Curse,Lonetrek,Great Wildlands,Stain
Anode Scoped Triple Neutron Blaster Cannon Blueprint,"76,800,000.00",,,"76,800,000.00",,,"76,800,000.00","76,800,000.00","76,800,000.00",,,"76,800,000.00",,"76,800,000.00","76,800,000.00",,"76,800,000.00","76,800,000.00","76,800,000.00",,,,,,"76,800,000.00",,,,,
Limited Precise Triple Neutron Blaster Cannon Blueprint,"76,800,000.00",,,,,,"76,800,000.00","76,800,000.00","76,800,000.00",,,,"76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00",,,"76,800,000.00",,"76,800,000.00",,,,,,"76,800,000.00",,
Advanced Small Ship Assembly Array Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Drug Lab Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Large Blaster Battery Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Large Railgun Battery Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Experimental Laboratory Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Research Laboratory Blueprint,"75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,,,"75,000,000.00",,
Carbide Compact Quad 3500mm Siege Artillery Blueprint,"74,400,000.00",,,,,,"74,400,000.00",,,,,,,,,,,,,,,,,,,,,,,
Gallium Ample Quad 3500mm Siege Artillery Blueprint,"74,400,000.00",,,,,,,"74,400,000.00",,,,,,,,,,,,,,,,,,,,,,
Scout Scoped Quad 3500mm Siege Artillery Blueprint,"74,400,000.00",,,,,,,"74,400,000.00",,,,,,,,,,,,,,,,,,,,,,
Prototype Precise Quad 3500mm Siege Artillery Blueprint,"74,400,000.00",,,,,"74,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,
Regulated Compact Ion Siege Blaster Blueprint,"72,280,000.00","72,280,000.00","72,280,000.00",,,,"72,280,000.00","72,280,000.00","72,280,000.00","72,280,000.00","72,280,000.00","72,280,000.00",,,,,"72,280,000.00",,,,"72,280,000.00","72,280,000.00",,,,,,"72,280,000.00",,
Modal Enduring Ion Siege Blaster Blueprint,"72,280,000.00",,,,,,,,,,,,,,,,"72,280,000.00","72,280,000.00","72,280,000.00",,,"72,280,000.00",,,,,,,,
Anode Scoped Ion Siege Blaster Blueprint,"72,280,000.00",,,"72,280,000.00",,,"72,280,000.00","72,280,000.00","72,280,000.00",,,"72,280,000.00",,"72,280,000.00","72,280,000.00",,"72,280,000.00","72,280,000.00","72,280,000.00",,,,,,"72,280,000.00",,,,,
Limited Precise Ion Siege Blaster Blueprint,"72,280,000.00",,,,,,"72,280,000.00","72,280,000.00","72,280,000.00",,,,"72,280,000.00","72,280,000.00","72,280,000.00","72,280,000.00","72,280,000.00",,,"72,280,000.00",,"72,280,000.00",,,,,,"72,280,000.00",,
Capital Implacable Compact Emergency Hull Energizer Blueprint,"72,000,000.00",,,,,,,,,,,,"72,000,000.00",,,,,,,,,,,,,,,,,
Capital Indefatigable Enduring Emergency Hull Energizer Blueprint,"72,000,000.00",,,,,,,,,,,,,,,,"72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00",,,,,,,,,
Nova XL Torpedo Blueprint,"70,000,000.00",,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,"70,000,000.00",,,"70,000,000.00",,
Nova XL Cruise Missile Blueprint,"70,000,000.00",,"70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,"70,000,000.00",,,"70,000,000.00",,
Compact Carbine Quad 800mm Repeating Cannon Blueprint,"68,000,000.00",,,,,,"68,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
Ample Gallium Quad 800mm Repeating Cannon Blueprint,"68,000,000.00",,,,,,,"68,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Scout Scoped Quad 800mm Repeating Cannon Blueprint,"68,000,000.00",,,,,,,"68,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Prototype Precise Quad 800mm Repeating Cannon Blueprint,"68,000,000.00",,,,,"68,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
Carbine Compact Hexa 2500mm Repeating Cannon Blueprint,"65,300,000.00",,,,,,"65,300,000.00",,,,,,,,,,,,,,,,,,,,,,,
Gallium Ample Hexa 2500mm Repeating Cannon Blueprint,"65,300,000.00",,,,,,,"65,300,000.00",,,,,,,,,,,,,,,,,,,,,,
Scout Scoped Hexa 2500mm Repeating Cannon Blueprint,"65,300,000.00",,,,,,,"65,300,000.00",,,,,,,,,,,,,,,,,,,,,,
Prototype Precise Hexa 2500mm Repeating Cannon Blueprint,"65,300,000.00",,,,,"65,300,000.00",,,,,,,,,,,,,,,,,,,,,,,,
Standup Ballistic Control System I Blueprint,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00",,,"60,000,000.00",,
Standup Co-Processor Array I Blueprint,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00",,,"60,000,000.00",,
Standup Missile Guidance Enhancer I Blueprint,"60,000,000.00","200,000,000.00","200,000,000.00","60,000,009.49",,,"60,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","60,000,000.00","200,000,000.00","200,000,000.00","60,000,000.00","200,000,000.00",,,"200,000,000.00",,,"200,000,000.00",,
Standup Reactor Control Unit I Blueprint,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00",,,"60,000,000.00",,
Standup Signal Amplifier I Blueprint,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,"60,000,000.00",,,"60,000,000.00",,
Networked Sensor Array Blueprint,"60,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,,,,"60,000,000.00",,
Capital Ghoul Compact Energy Nosferatu Blueprint,"58,000,000.00",,,,,,,,,,,,,,,,"58,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00",,,,,,,,,
Capital Knave Scoped Energy Nosferatu Blueprint,"58,000,000.00",,,,,,,,"58,000,000.00",,"58,000,000.00",,"58,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00",,,,,,,,,,,,,,
Fighter Support Unit I Blueprint,"55,000,000.00",,"55,000,000.00",,,"55,000,000.00","55,000,000.00","55,000,000.00",,,,"55,000,000.00","55,000,000.00","55,000,000.00",,,,"55,000,000.00",,,"55,000,000.00",,,,,,,,,
Hermes Compact Fighter Support Unit Blueprint,"55,000,000.00",,"55,000,000.00",,,"55,000,000.00","55,000,000.00","55,000,000.00",,,,"55,000,000.00","55,000,000.00","55,000,000.00",,,,"55,000,000.00",,,"55,000,000.00",,,,,,,,,
XL Torpedo Launcher I Blueprint,"54,371,388.00",,"54,371,388.00","54,371,388.00","54,371,388.00",,,,,,,,,,,,,,,,,,,,,,,"54,371,388.00",,
XL Cruise Missile Launcher I Blueprint,"54,371,388.00",,"54,371,388.00","54,371,388.00","54,371,388.00",,,,,,,,,,,,,,,,,,,,,,,"54,371,388.00",,
Capital Radiative Scoped Remote Capacitor Transmitter Blueprint,"52,700,000.00",,,,,,,,,,,,"52,700,000.00",,,,,,,,,,,,,,,,,
Capital Inductive Compact Remote Capacitor Transmitter Blueprint,"52,700,000.00",,,,,,,,"52,700,000.00",,"52,700,000.00","52,700,000.00","52,700,000.00",,,"52,700,000.00",,,,,,,,,,,,,,
Capital Shield Booster I Blueprint,"51,002,322.00",,"51,002,322.00","51,002,322.00","51,002,322.00","51,002,322.00","51,002,322.00","51,002,322.00",,,,,,,,,,,,,,,,,,,,"51,002,322.00",,
ECM Jammer Burst Projector Blueprint,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"51,000,000.00",,
Sensor Dampening Burst Projector Blueprint,"51,000,000.00",,,,,,,,,,,,,,,,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,,,,
Energy Neutralization Burst Projector Blueprint,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,,"51,000,000.00",,
Target Illumination Burst Projector Blueprint,"51,000,000.00",,,,,"51,000,000.00","51,000,000.00","51,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Weapon Disruption Burst Projector Blueprint,"51,000,000.00",,,,,,,,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,,,,,,,,,,
Stasis Webification Burst Projector Blueprint,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,,"51,000,000.00",,
Warp Disruption Burst Projector Blueprint,"51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00",,,,,,"51,000,000.00",,
Warp Disruption Battery Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Nanite Repair Paste Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Warp Scrambling Battery Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Stasis Webification Battery Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Biochemical Silo Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Catalyst Silo Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Coupling Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
General Storage Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Hazardous Chemical Silo Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Hybrid Polymer Silo Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Silo Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Ammunition Assembly Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Ballistic Deflection Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Explosion Dampening Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Component Assembly Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Heat Dissipation Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Drone Assembly Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Photon Scattering Array Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
Sensor Dampening Battery Blueprint,"50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"50,000,000.00",,
